HV106_01,HV001,HV021,HV024,HV025,HV022,HV005,HV234,SH224,HV270
Primario,570,570,Huanuco,Rural,95,1041229,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,570,570,Huanuco,Rural,95,1041229,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,570,570,Huanuco,Rural,95,310625,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,570,570,Huanuco,Rural,95,310625,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,570,570,Huanuco,Rural,95,1041229,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,570,570,Huanuco,Rural,95,310625,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,571,571,Huanuco,Rural,95,601369,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,571,571,Huanuco,Rural,95,601369,15 PPM,Coloracion azul o morado (valor,Medio
Superior,571,571,Huanuco,Rural,95,601369,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,571,571,Huanuco,Rural,95,179404,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,571,571,Huanuco,Rural,95,601369,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,571,571,Huanuco,Rural,95,179404,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,571,571,Huanuco,Rural,95,601369,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,571,571,Huanuco,Rural,95,601369,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,571,571,Huanuco,Rural,95,179404,No hay sal en el hogar,No hay sal en el hogar,Medio
Superior,571,571,Huanuco,Rural,95,601369,0 PPM (sin yodo),Sin coloracion (valor,Medio
Primario,571,571,Huanuco,Rural,95,601369,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,571,571,Huanuco,Rural,95,179404,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,571,571,Huanuco,Rural,95,179404,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,571,571,Huanuco,Rural,95,601369,15 PPM,Coloracion azul o morado (valor,Pobre
Primario,571,571,Huanuco,Rural,95,179404,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,572,572,Huanuco,Rural,95,704302,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,572,572,Huanuco,Rural,95,704302,7 PPM,Coloracion tenue (valor,Pobre
Superior,572,572,Huanuco,Rural,95,210111,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,572,572,Huanuco,Rural,95,210111,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,572,572,Huanuco,Rural,95,210111,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,572,572,Huanuco,Rural,95,704302,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,572,572,Huanuco,Rural,95,210111,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,572,572,Huanuco,Rural,95,210111,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,572,572,Huanuco,Rural,95,210111,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,572,572,Huanuco,Rural,95,210111,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,572,572,Huanuco,Rural,95,210111,0 PPM (sin yodo),Sin coloracion (valor,Medio
Secundario,572,572,Huanuco,Rural,95,704302,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,572,572,Huanuco,Rural,95,210111,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,572,572,Huanuco,Rural,95,210111,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,279445,No hay sal en el hogar,No hay sal en el hogar,Los más pobres
Primario,573,573,Huanuco,Rural,95,936712,0 PPM (sin yodo),Sin coloracion (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,936712,0 PPM (sin yodo),Sin coloracion (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,279445,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,936712,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,279445,0 PPM (sin yodo),Sin coloracion (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,936712,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,279445,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",573,573,Huanuco,Rural,95,936712,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,573,573,Huanuco,Rural,95,279445,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,279445,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,279445,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,936712,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,279445,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,573,573,Huanuco,Rural,95,936712,0 PPM (sin yodo),Sin coloracion (valor,Los más pobres
Secundario,574,574,Huanuco,Rural,95,799009,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,574,574,Huanuco,Rural,95,238365,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,574,574,Huanuco,Rural,95,799009,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,574,574,Huanuco,Rural,95,238365,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,574,574,Huanuco,Rural,95,238365,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,574,574,Huanuco,Rural,95,799009,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,574,574,Huanuco,Rural,95,238365,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,574,574,Huanuco,Rural,95,238365,15 PPM,Coloracion azul o morado (valor,Los más pobres
Superior,574,574,Huanuco,Rural,95,238365,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,574,574,Huanuco,Rural,95,799009,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,574,574,Huanuco,Rural,95,238365,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,574,574,Huanuco,Rural,95,238365,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,574,574,Huanuco,Rural,95,799009,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,574,574,Huanuco,Rural,95,799009,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,575,575,Huanuco,Rural,95,752855,0 PPM (sin yodo),Sin coloracion (valor,Los más pobres
Primario,575,575,Huanuco,Rural,95,752855,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,575,575,Huanuco,Rural,95,752855,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,575,575,Huanuco,Rural,95,752855,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,575,575,Huanuco,Rural,95,224596,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,575,575,Huanuco,Rural,95,752855,15 PPM,Coloracion azul o morado (valor,Los más pobres
Superior,575,575,Huanuco,Rural,95,752855,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,575,575,Huanuco,Rural,95,224596,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,575,575,Huanuco,Rural,95,752855,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,575,575,Huanuco,Rural,95,224596,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,575,575,Huanuco,Rural,95,224596,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,575,575,Huanuco,Rural,95,752855,No hay sal en el hogar,No hay sal en el hogar,Los más pobres
Secundario,575,575,Huanuco,Rural,95,224596,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,575,575,Huanuco,Rural,95,752855,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,575,575,Huanuco,Rural,95,752855,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,576,576,Huanuco,Rural,95,264379,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,576,576,Huanuco,Rural,95,264379,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,576,576,Huanuco,Rural,95,264379,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",576,576,Huanuco,Rural,95,886211,30 PPM,Coloracion morado oscuro (valor,Los más pobres
"Sin educación, preescolar",576,576,Huanuco,Rural,95,886211,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,576,576,Huanuco,Rural,95,886211,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",576,576,Huanuco,Rural,95,886211,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,576,576,Huanuco,Rural,95,264379,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,576,576,Huanuco,Rural,95,264379,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,576,576,Huanuco,Rural,95,264379,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
"Sin educación, preescolar",576,576,Huanuco,Rural,95,886211,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,576,576,Huanuco,Rural,95,264379,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,576,576,Huanuco,Rural,95,264379,0 PPM (sin yodo),Sin coloracion (valor,Los más pobres
Primario,576,576,Huanuco,Rural,95,264379,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,577,577,Huanuco,Rural,95,226611,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,577,577,Huanuco,Rural,95,759609,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,577,577,Huanuco,Rural,95,759609,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,577,577,Huanuco,Rural,95,226611,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,577,577,Huanuco,Rural,95,226611,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,577,577,Huanuco,Rural,95,759609,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,577,577,Huanuco,Rural,95,759609,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,577,577,Huanuco,Rural,95,226611,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Superior,577,577,Huanuco,Rural,95,759609,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,577,577,Huanuco,Rural,95,226611,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,577,577,Huanuco,Rural,95,226611,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,578,578,Huanuco,Rural,95,644053,30 PPM,Coloracion morado oscuro (valor,Los más pobres
"Sin educación, preescolar",578,578,Huanuco,Rural,95,192137,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,578,578,Huanuco,Rural,95,644053,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,578,578,Huanuco,Rural,95,644053,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,578,578,Huanuco,Rural,95,644053,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,578,578,Huanuco,Rural,95,192137,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,578,578,Huanuco,Rural,95,192137,15 PPM,Coloracion azul o morado (valor,Pobre
Primario,578,578,Huanuco,Rural,95,192137,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,578,578,Huanuco,Rural,95,192137,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,578,578,Huanuco,Rural,95,192137,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,578,578,Huanuco,Rural,95,192137,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,578,578,Huanuco,Rural,95,192137,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,579,579,Huanuco,Rural,95,266502,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,579,579,Huanuco,Rural,95,893327,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,579,579,Huanuco,Rural,95,893327,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,579,579,Huanuco,Rural,95,266502,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,579,579,Huanuco,Rural,95,893327,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,579,579,Huanuco,Rural,95,266502,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,579,579,Huanuco,Rural,95,266502,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,579,579,Huanuco,Rural,95,893327,15 PPM,Coloracion azul o morado (valor,Los más pobres
"Sin educación, preescolar",579,579,Huanuco,Rural,95,266502,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,579,579,Huanuco,Rural,95,266502,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,579,579,Huanuco,Rural,95,266502,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,579,579,Huanuco,Rural,95,893327,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,579,579,Huanuco,Rural,95,893327,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,579,579,Huanuco,Rural,95,266502,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,580,580,Ica,Urbano,99,385728,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,580,580,Ica,Urbano,99,385728,15 PPM,Coloracion azul o morado (valor,Rico
Superior,580,580,Ica,Urbano,99,385728,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,580,580,Ica,Urbano,99,1874226,No hay sal en el hogar,No hay sal en el hogar,Medio
Primario,580,580,Ica,Urbano,99,385728,7 PPM,Coloracion tenue (valor,Pobre
Secundario,580,580,Ica,Urbano,99,1874226,15 PPM,Coloracion azul o morado (valor,Pobre
No sabe,580,580,Ica,Urbano,99,1874226,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,580,580,Ica,Urbano,99,385728,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,580,580,Ica,Urbano,99,385728,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,581,581,Ica,Urbano,98,311977,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,581,581,Ica,Urbano,98,1515873,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,581,581,Ica,Urbano,98,311977,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,581,581,Ica,Urbano,98,311977,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,581,581,Ica,Urbano,98,1515873,No se realizó la prueba,No se pudo realizar la prueba,Rico
Superior,581,581,Ica,Urbano,98,1515873,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,581,581,Ica,Urbano,98,311977,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,581,581,Ica,Urbano,98,1515873,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,581,581,Ica,Urbano,98,1515873,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,581,581,Ica,Urbano,98,311977,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,582,582,Ica,Urbano,98,332645,7 PPM,Coloracion tenue (valor,Más rico
Superior,582,582,Ica,Urbano,98,1616299,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,582,582,Ica,Urbano,98,332645,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,582,582,Ica,Urbano,98,332645,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,582,582,Ica,Urbano,98,1616299,No hay sal en el hogar,No hay sal en el hogar,Medio
Superior,582,582,Ica,Urbano,98,1616299,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,582,582,Ica,Urbano,98,332645,7 PPM,Coloracion tenue (valor,Rico
Superior,582,582,Ica,Urbano,98,332645,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,582,582,Ica,Urbano,98,1616299,7 PPM,Coloracion tenue (valor,Rico
Superior,583,583,Ica,Urbano,99,406379,No hay sal en el hogar,No hay sal en el hogar,Medio
Secundario,583,583,Ica,Urbano,99,406379,7 PPM,Coloracion tenue (valor,Medio
Superior,583,583,Ica,Urbano,99,1974566,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,583,583,Ica,Urbano,99,406379,7 PPM,Coloracion tenue (valor,Medio
Primario,583,583,Ica,Urbano,99,1974566,7 PPM,Coloracion tenue (valor,Medio
Secundario,583,583,Ica,Urbano,99,1974566,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,583,583,Ica,Urbano,99,406379,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,583,583,Ica,Urbano,99,406379,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,584,584,Ica,Urbano,99,294108,15 PPM,Coloracion azul o morado (valor,Más rico
Primario,584,584,Ica,Urbano,99,1429051,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,584,584,Ica,Urbano,99,294108,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,584,584,Ica,Urbano,99,1429051,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,584,584,Ica,Urbano,99,294108,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,584,584,Ica,Urbano,99,1429051,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,584,584,Ica,Urbano,99,1429051,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,584,584,Ica,Urbano,99,294108,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,585,585,Ica,Urbano,104,349775,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,585,585,Ica,Urbano,104,349775,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,585,585,Ica,Urbano,104,1701190,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,585,585,Ica,Urbano,104,349775,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,585,585,Ica,Urbano,104,349775,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,585,585,Ica,Urbano,104,349775,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,585,585,Ica,Urbano,104,1701190,15 PPM,Coloracion azul o morado (valor,Medio
Superior,585,585,Ica,Urbano,104,349775,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,585,585,Ica,Urbano,104,1701190,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,585,585,Ica,Urbano,104,349775,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,586,586,Ica,Urbano,97,249998,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,586,586,Ica,Urbano,97,249998,7 PPM,Coloracion tenue (valor,Más rico
Superior,586,586,Ica,Urbano,97,249998,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,586,586,Ica,Urbano,97,249998,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,586,586,Ica,Urbano,97,249998,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,586,586,Ica,Urbano,97,249998,7 PPM,Coloracion tenue (valor,Rico
Superior,586,586,Ica,Urbano,97,1214720,7 PPM,Coloracion tenue (valor,Más rico
Superior,586,586,Ica,Urbano,97,249998,7 PPM,Coloracion tenue (valor,Más rico
Superior,586,586,Ica,Urbano,97,1214720,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,586,586,Ica,Urbano,97,1214720,7 PPM,Coloracion tenue (valor,Más rico
Secundario,587,587,Ica,Urbano,98,216407,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,587,587,Ica,Urbano,98,216407,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,587,587,Ica,Urbano,98,216407,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,587,587,Ica,Urbano,98,216407,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,587,587,Ica,Urbano,98,1051505,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,587,587,Ica,Urbano,98,1051505,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,587,587,Ica,Urbano,98,216407,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,587,587,Ica,Urbano,98,216407,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,587,587,Ica,Urbano,98,1051505,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,587,587,Ica,Urbano,98,1051505,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,588,588,Ica,Urbano,100,1601663,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,588,588,Ica,Urbano,100,329633,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,588,588,Ica,Urbano,100,329633,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,588,588,Ica,Urbano,100,329633,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,588,588,Ica,Urbano,100,329633,15 PPM,Coloracion azul o morado (valor,Rico
Primario,588,588,Ica,Urbano,100,1601663,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,588,588,Ica,Urbano,100,329633,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,588,588,Ica,Urbano,100,1601663,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,589,589,Ica,Urbano,96,281797,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,589,589,Ica,Urbano,96,281797,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,589,589,Ica,Urbano,96,281797,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,589,589,Ica,Urbano,96,281797,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,589,589,Ica,Urbano,96,1369231,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,589,589,Ica,Urbano,96,281797,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,589,589,Ica,Urbano,96,281797,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,589,589,Ica,Urbano,96,281797,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,589,589,Ica,Urbano,96,1369231,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,590,590,Ica,Urbano,96,262698,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,590,590,Ica,Urbano,96,1276431,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,590,590,Ica,Urbano,96,262698,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,590,590,Ica,Urbano,96,262698,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,590,590,Ica,Urbano,96,1276431,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,590,590,Ica,Urbano,96,262698,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,590,590,Ica,Urbano,96,1276431,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,590,590,Ica,Urbano,96,1276431,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,590,590,Ica,Urbano,96,1276431,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,590,590,Ica,Urbano,96,1276431,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,591,591,Ica,Urbano,99,1344343,7 PPM,Coloracion tenue (valor,Medio
Primario,591,591,Ica,Urbano,99,1344343,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,591,591,Ica,Urbano,99,276675,7 PPM,Coloracion tenue (valor,Rico
Secundario,591,591,Ica,Urbano,99,1344343,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,591,591,Ica,Urbano,99,276675,7 PPM,Coloracion tenue (valor,Medio
Superior,591,591,Ica,Urbano,99,1344343,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,591,591,Ica,Urbano,99,276675,7 PPM,Coloracion tenue (valor,Pobre
Secundario,591,591,Ica,Urbano,99,1344343,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,592,592,Ica,Urbano,100,276569,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,592,592,Ica,Urbano,100,276569,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,592,592,Ica,Urbano,100,1343827,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,592,592,Ica,Urbano,100,276569,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,592,592,Ica,Urbano,100,276569,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,592,592,Ica,Urbano,100,276569,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,592,592,Ica,Urbano,100,1343827,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,592,592,Ica,Urbano,100,1343827,15 PPM,Coloracion azul o morado (valor,Medio
Superior,593,593,Ica,Urbano,97,1417599,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,593,593,Ica,Urbano,97,291751,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,593,593,Ica,Urbano,97,1417599,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,593,593,Ica,Urbano,97,1417599,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,593,593,Ica,Urbano,97,291751,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,593,593,Ica,Urbano,97,291751,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,593,593,Ica,Urbano,97,291751,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,593,593,Ica,Urbano,97,1417599,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,593,593,Ica,Urbano,97,1417599,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,594,594,Ica,Urbano,98,1428697,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,594,594,Ica,Urbano,98,294036,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,594,594,Ica,Urbano,98,294036,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,594,594,Ica,Urbano,98,294036,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,594,594,Ica,Urbano,98,1428697,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,594,594,Ica,Urbano,98,294036,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,594,594,Ica,Urbano,98,294036,7 PPM,Coloracion tenue (valor,Más rico
Superior,594,594,Ica,Urbano,98,294036,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,594,594,Ica,Urbano,98,294036,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,594,594,Ica,Urbano,98,1428697,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,595,595,Ica,Urbano,100,290286,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,595,595,Ica,Urbano,100,290286,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,595,595,Ica,Urbano,100,1410477,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,595,595,Ica,Urbano,100,290286,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,595,595,Ica,Urbano,100,290286,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,595,595,Ica,Urbano,100,290286,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,595,595,Ica,Urbano,100,290286,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,595,595,Ica,Urbano,100,1410477,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,595,595,Ica,Urbano,100,1410477,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,596,596,Ica,Urbano,100,257594,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,596,596,Ica,Urbano,100,257594,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,596,596,Ica,Urbano,100,1251630,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,596,596,Ica,Urbano,100,257594,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,596,596,Ica,Urbano,100,257594,15 PPM,Coloracion azul o morado (valor,Medio
Superior,596,596,Ica,Urbano,100,257594,30 PPM,Coloracion morado oscuro (valor,Pobre
