HV106_01,HV001,HV021,HV024,HV025,HV022,HV005,HV234,SH224,HV270
Secundario,2372,2372,La Libertad,Rural,127,662717,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2372,2372,La Libertad,Rural,127,2572543,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,2372,2372,La Libertad,Rural,127,662717,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2372,2372,La Libertad,Rural,127,662717,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2372,2372,La Libertad,Rural,127,662717,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2372,2372,La Libertad,Rural,127,2572543,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2373,2373,La Libertad,Rural,127,605493,15 PPM,Coloracion azul o morado (valor,Los más pobres
"Sin educación, preescolar",2373,2373,La Libertad,Rural,127,2350410,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2373,2373,La Libertad,Rural,127,2350410,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,2373,2373,La Libertad,Rural,127,605493,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2373,2373,La Libertad,Rural,127,605493,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2373,2373,La Libertad,Rural,127,605493,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2373,2373,La Libertad,Rural,127,605493,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2373,2373,La Libertad,Rural,127,2350410,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2373,2373,La Libertad,Rural,127,605493,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2373,2373,La Libertad,Rural,127,605493,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2373,2373,La Libertad,Rural,127,2350410,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,2373,2373,La Libertad,Rural,127,605493,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,2373,2373,La Libertad,Rural,127,605493,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,2374,2374,La Libertad,Rural,127,789515,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2374,2374,La Libertad,Rural,127,3064751,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2374,2374,La Libertad,Rural,127,789515,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2374,2374,La Libertad,Rural,127,789515,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2374,2374,La Libertad,Rural,127,3064751,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2374,2374,La Libertad,Rural,127,3064751,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",2374,2374,La Libertad,Rural,127,789515,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2374,2374,La Libertad,Rural,127,3064751,15 PPM,Coloracion azul o morado (valor,Los más pobres
"Sin educación, preescolar",2374,2374,La Libertad,Rural,127,789515,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2374,2374,La Libertad,Rural,127,789515,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",2374,2374,La Libertad,Rural,127,3064751,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2374,2374,La Libertad,Rural,127,789515,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2374,2374,La Libertad,Rural,127,3064751,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2375,2375,La Libertad,Rural,127,635550,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2375,2375,La Libertad,Rural,127,2467088,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2375,2375,La Libertad,Rural,127,2467088,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2375,2375,La Libertad,Rural,127,635550,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,2375,2375,La Libertad,Rural,127,2467088,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2375,2375,La Libertad,Rural,127,635550,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2375,2375,La Libertad,Rural,127,635550,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2375,2375,La Libertad,Rural,127,635550,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2375,2375,La Libertad,Rural,127,635550,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2375,2375,La Libertad,Rural,127,635550,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2375,2375,La Libertad,Rural,127,635550,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,2375,2375,La Libertad,Rural,127,635550,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,2375,2375,La Libertad,Rural,127,635550,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2376,2376,La Libertad,Rural,127,711703,15 PPM,Coloracion azul o morado (valor,Medio
Primario,2376,2376,La Libertad,Rural,127,2762696,7 PPM,Coloracion tenue (valor,Pobre
Secundario,2376,2376,La Libertad,Rural,127,711703,7 PPM,Coloracion tenue (valor,Pobre
Primario,2376,2376,La Libertad,Rural,127,2762696,15 PPM,Coloracion azul o morado (valor,Pobre
Primario,2376,2376,La Libertad,Rural,127,2762696,7 PPM,Coloracion tenue (valor,Los más pobres
Superior,2376,2376,La Libertad,Rural,127,711703,7 PPM,Coloracion tenue (valor,Rico
Secundario,2376,2376,La Libertad,Rural,127,2762696,7 PPM,Coloracion tenue (valor,Pobre
Secundario,2376,2376,La Libertad,Rural,127,2762696,7 PPM,Coloracion tenue (valor,Pobre
Primario,2376,2376,La Libertad,Rural,127,711703,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2376,2376,La Libertad,Rural,127,711703,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2376,2376,La Libertad,Rural,127,711703,30 PPM,Coloracion morado oscuro (valor,Los más pobres
"Sin educación, preescolar",2376,2376,La Libertad,Rural,127,711703,15 PPM,Coloracion azul o morado (valor,Los más pobres
Superior,2376,2376,La Libertad,Rural,127,711703,7 PPM,Coloracion tenue (valor,Pobre
Secundario,2376,2376,La Libertad,Rural,127,2762696,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2376,2376,La Libertad,Rural,127,2762696,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,2376,2376,La Libertad,Rural,127,711703,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,2377,2377,Lambayeque,Urbano,131,1953153,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,2377,2377,Lambayeque,Urbano,131,353757,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,2377,2377,Lambayeque,Urbano,131,353757,0 PPM (sin yodo),Sin coloracion (valor,Medio
Primario,2377,2377,Lambayeque,Urbano,131,1953153,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,2377,2377,Lambayeque,Urbano,131,353757,0 PPM (sin yodo),Sin coloracion (valor,Medio
Secundario,2377,2377,Lambayeque,Urbano,131,1953153,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,2377,2377,Lambayeque,Urbano,131,353757,7 PPM,Coloracion tenue (valor,Más rico
Secundario,2377,2377,Lambayeque,Urbano,131,353757,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2377,2377,Lambayeque,Urbano,131,353757,15 PPM,Coloracion azul o morado (valor,Rico
Primario,2377,2377,Lambayeque,Urbano,131,353757,30 PPM,Coloracion morado oscuro (valor,Más rico
Primario,2377,2377,Lambayeque,Urbano,131,1953153,7 PPM,Coloracion tenue (valor,Pobre
Superior,2378,2378,Lambayeque,Urbano,128,443297,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,2378,2378,Lambayeque,Urbano,128,2447522,No hay sal en el hogar,No hay sal en el hogar,Medio
Superior,2378,2378,Lambayeque,Urbano,128,443297,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2378,2378,Lambayeque,Urbano,128,2447522,7 PPM,Coloracion tenue (valor,Más rico
Superior,2378,2378,Lambayeque,Urbano,128,443297,7 PPM,Coloracion tenue (valor,Más rico
Secundario,2378,2378,Lambayeque,Urbano,128,2447522,15 PPM,Coloracion azul o morado (valor,Rico
Superior,2378,2378,Lambayeque,Urbano,128,2447522,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,2378,2378,Lambayeque,Urbano,128,443297,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,2379,2379,Lambayeque,Urbano,128,2954023,15 PPM,Coloracion azul o morado (valor,Rico
Primario,2379,2379,Lambayeque,Urbano,128,535035,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,2379,2379,Lambayeque,Urbano,128,535035,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2379,2379,Lambayeque,Urbano,128,2954023,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,2379,2379,Lambayeque,Urbano,128,535035,7 PPM,Coloracion tenue (valor,Medio
Secundario,2379,2379,Lambayeque,Urbano,128,2954023,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,2379,2379,Lambayeque,Urbano,128,535035,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2379,2379,Lambayeque,Urbano,128,535035,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2379,2379,Lambayeque,Urbano,128,535035,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,2380,2380,Lambayeque,Urbano,130,1891656,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,2380,2380,Lambayeque,Urbano,130,342618,7 PPM,Coloracion tenue (valor,Más rico
Secundario,2380,2380,Lambayeque,Urbano,130,1891656,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2380,2380,Lambayeque,Urbano,130,1891656,30 PPM,Coloracion morado oscuro (valor,Más rico
Primario,2380,2380,Lambayeque,Urbano,130,342618,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,2380,2380,Lambayeque,Urbano,130,342618,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,2380,2380,Lambayeque,Urbano,130,342618,15 PPM,Coloracion azul o morado (valor,Más rico
Secundario,2380,2380,Lambayeque,Urbano,130,342618,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,2380,2380,Lambayeque,Urbano,130,1891656,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,2380,2380,Lambayeque,Urbano,130,342618,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,2381,2381,Lambayeque,Urbano,131,402212,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2381,2381,Lambayeque,Urbano,131,402212,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2381,2381,Lambayeque,Urbano,131,402212,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2381,2381,Lambayeque,Urbano,131,402212,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,2381,2381,Lambayeque,Urbano,131,402212,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,2381,2381,Lambayeque,Urbano,131,402212,No se realizó la prueba,No se pudo realizar la prueba,Medio
Primario,2381,2381,Lambayeque,Urbano,131,2220682,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,2381,2381,Lambayeque,Urbano,131,402212,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,2381,2381,Lambayeque,Urbano,131,2220682,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2381,2381,Lambayeque,Urbano,131,402212,No se realizó la prueba,No se pudo realizar la prueba,Rico
Primario,2382,2382,Lambayeque,Urbano,132,2385725,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,2382,2382,Lambayeque,Urbano,132,432104,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,2382,2382,Lambayeque,Urbano,132,432104,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,2382,2382,Lambayeque,Urbano,132,2385725,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2382,2382,Lambayeque,Urbano,132,432104,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,2382,2382,Lambayeque,Urbano,132,2385725,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,2382,2382,Lambayeque,Urbano,132,432104,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,2382,2382,Lambayeque,Urbano,132,432104,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,2382,2382,Lambayeque,Urbano,132,2385725,30 PPM,Coloracion morado oscuro (valor,Rico
"Sin educación, preescolar",2382,2382,Lambayeque,Urbano,132,2385725,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,2382,2382,Lambayeque,Urbano,132,432104,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2382,2382,Lambayeque,Urbano,132,432104,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,2383,2383,Lambayeque,Urbano,128,3114713,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2383,2383,Lambayeque,Urbano,128,564139,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2383,2383,Lambayeque,Urbano,128,564139,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2383,2383,Lambayeque,Urbano,128,564139,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,2383,2383,Lambayeque,Urbano,128,3114713,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2384,2384,Lambayeque,Urbano,128,3052961,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2384,2384,Lambayeque,Urbano,128,552955,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2384,2384,Lambayeque,Urbano,128,552955,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2384,2384,Lambayeque,Urbano,128,552955,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2384,2384,Lambayeque,Urbano,128,3052961,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,2384,2384,Lambayeque,Urbano,128,3052961,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2384,2384,Lambayeque,Urbano,128,552955,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2384,2384,Lambayeque,Urbano,128,552955,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,2385,2385,Lambayeque,Urbano,130,528511,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2385,2385,Lambayeque,Urbano,130,2918004,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2385,2385,Lambayeque,Urbano,130,528511,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,2385,2385,Lambayeque,Urbano,130,2918004,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2385,2385,Lambayeque,Urbano,130,2918004,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2385,2385,Lambayeque,Urbano,130,528511,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,2385,2385,Lambayeque,Urbano,130,2918004,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Primario,2385,2385,Lambayeque,Urbano,130,528511,No se realizó la prueba,No se pudo realizar la prueba,Rico
Primario,2385,2385,Lambayeque,Urbano,130,2918004,No se realizó la prueba,No se pudo realizar la prueba,Rico
Superior,2386,2386,Lambayeque,Urbano,129,485191,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2386,2386,Lambayeque,Urbano,129,485191,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,2386,2386,Lambayeque,Urbano,129,485191,30 PPM,Coloracion morado oscuro (valor,Más rico
Primario,2386,2386,Lambayeque,Urbano,129,2678825,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,2386,2386,Lambayeque,Urbano,129,2678825,30 PPM,Coloracion morado oscuro (valor,Rico
No sabe,2386,2386,Lambayeque,Urbano,129,485191,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,2386,2386,Lambayeque,Urbano,129,485191,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2386,2386,Lambayeque,Urbano,129,485191,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,2386,2386,Lambayeque,Urbano,129,2678825,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2387,2387,Lambayeque,Urbano,129,377848,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2387,2387,Lambayeque,Urbano,129,2086165,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2387,2387,Lambayeque,Urbano,129,377848,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2387,2387,Lambayeque,Urbano,129,377848,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,2387,2387,Lambayeque,Urbano,129,377848,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,2387,2387,Lambayeque,Urbano,129,2086165,7 PPM,Coloracion tenue (valor,Medio
Superior,2387,2387,Lambayeque,Urbano,129,2086165,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2387,2387,Lambayeque,Urbano,129,2086165,15 PPM,Coloracion azul o morado (valor,Más rico
Secundario,2388,2388,Lambayeque,Urbano,131,366029,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2388,2388,Lambayeque,Urbano,131,366029,No hay sal en el hogar,No hay sal en el hogar,Medio
Secundario,2388,2388,Lambayeque,Urbano,131,366029,7 PPM,Coloracion tenue (valor,Rico
Secundario,2388,2388,Lambayeque,Urbano,131,366029,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2388,2388,Lambayeque,Urbano,131,2020912,0 PPM (sin yodo),Sin coloracion (valor,Medio
Superior,2388,2388,Lambayeque,Urbano,131,366029,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,2388,2388,Lambayeque,Urbano,131,366029,7 PPM,Coloracion tenue (valor,Más rico
Superior,2388,2388,Lambayeque,Urbano,131,366029,15 PPM,Coloracion azul o morado (valor,Más rico
Secundario,2389,2389,Lambayeque,Urbano,130,1963735,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,2389,2389,Lambayeque,Urbano,130,355673,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2389,2389,Lambayeque,Urbano,130,355673,15 PPM,Coloracion azul o morado (valor,Pobre
Superior,2389,2389,Lambayeque,Urbano,130,355673,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2389,2389,Lambayeque,Urbano,130,355673,7 PPM,Coloracion tenue (valor,Más rico
Superior,2389,2389,Lambayeque,Urbano,130,1963735,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,2389,2389,Lambayeque,Urbano,130,1963735,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2389,2389,Lambayeque,Urbano,130,1963735,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,2389,2389,Lambayeque,Urbano,130,355673,0 PPM (sin yodo),Sin coloracion (valor,Medio
